Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,N,P,K,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Phosphorous,Fertilizer Name,PH,Carbon,Soil,Remark
Maize,Tamil Nadu,Clay,7.99,193.75,72.04,107.08,0.87,37.82,365.6,36.16,19.0,MOP,149.96,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Karnataka,Silty,4.95,196.48,32.71,64.61,0.47,36.93,760.06,18.19,18.0,Potash,76.21,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Maharashtra,Loamy,7.31,152.99,37.7,124.98,1.64,38.11,884.15,17.33,19.0,DAP,81.41,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Uttar Pradesh,Loamy,6.66,82.27,65.23,168.58,1.47,13.57,273.32,29.73,11.0,Complex,101.65,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Punjab,Silty,4.89,66.71,90.81,92.01,0.54,9.6,187.86,28.3,3.0,Compost,78.81,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Punjab,Silty,5.47,53.83,82.89,138.7,0.86,15.58,908.02,21.66,8.0,DAP,197.36,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Karnataka,Loamy,4.55,83.15,62.48,150.0,0.39,36.33,414.91,37.49,19.0,Urea,167.46,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Gujarat,Clay,6.38,228.17,75.72,64.35,1.33,39.02,596.19,38.18,10.0,DAP,53.81,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Tamil Nadu,Peaty,5.71,98.31,42.83,195.83,0.42,35.08,423.59,25.07,16.0,Complex,25.98,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Punjab,Peaty,6.89,120.85,67.69,271.09,1.97,8.85,213.22,37.26,5.0,Compost,32.49,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Karnataka,Silty,5.69,71.07,51.96,87.94,1.61,38.16,630.4,24.6,9.0,Potash,67.71,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Karnataka,Peaty,5.7,94.47,27.09,199.45,0.9,19.82,572.63,33.42,8.0,Complex,45.0,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Loamy,7.47,153.84,73.16,216.18,1.24,5.33,282.69,26.9,11.0,DAP,118.33,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Uttar Pradesh,Loamy,4.69,171.55,60.08,154.83,1.84,20.48,506.68,18.06,16.0,Complex,175.15,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Gujarat,Silty,8.11,99.07,42.28,225.27,1.2,6.61,817.25,38.2,7.0,DAP,153.93,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Tamil Nadu,Silty,7.91,61.55,92.02,152.68,0.51,24.04,631.38,26.35,15.0,Potash,62.73,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Andhra Pradesh,Silty,7.17,128.21,11.88,176.16,0.88,16.85,187.23,33.36,17.0,Potash,94.88,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Bihar,Clay,6.87,96.84,38.42,51.84,1.72,21.57,593.22,24.18,6.0,Urea,113.88,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Uttar Pradesh,Peaty,8.07,93.91,15.12,222.93,1.36,26.46,732.46,15.47,15.0,Potash,166.79,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Uttar Pradesh,Silty,5.24,241.97,78.99,215.34,1.37,35.41,813.43,17.51,8.0,MOP,171.85,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Maharashtra,Sandy,4.82,173.26,73.19,59.6,1.76,28.17,666.21,27.41,7.0,Complex,184.2,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Sandy,5.46,161.38,39.82,142.06,1.81,20.19,237.39,32.25,2.0,Complex,114.12,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Punjab,Loamy,7.68,133.16,70.81,294.76,1.86,33.68,739.16,23.37,13.0,DAP,146.5,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Punjab,Peaty,4.64,135.79,45.63,155.18,0.37,36.7,709.61,32.39,6.0,Potash,44.57,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Silty,6.83,158.18,78.06,175.49,1.18,9.19,121.98,32.47,5.0,Urea,123.93,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Sandy,8.48,189.29,50.88,277.48,1.53,23.62,470.57,32.6,1.0,Urea,68.52,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Punjab,Peaty,7.92,190.43,47.11,229.32,1.56,14.96,399.66,27.31,18.0,Urea,100.55,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Loamy,6.59,84.34,94.13,195.52,1.29,6.65,702.47,37.87,15.0,Compost,135.96,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Tamil Nadu,Clay,4.75,150.02,32.58,249.45,0.5,28.4,294.52,27.23,10.0,MOP,69.97,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Uttar Pradesh,Peaty,7.83,132.39,20.84,266.09,1.64,35.2,631.78,26.26,3.0,Potash,34.13,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Uttar Pradesh,Peaty,6.9,224.11,62.61,164.22,1.5,10.7,921.89,19.98,5.0,Urea,26.79,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Gujarat,Clay,4.96,176.28,97.24,168.78,0.36,33.43,818.02,22.69,13.0,MOP,28.88,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Peaty,4.88,156.5,44.01,146.51,1.03,34.87,929.31,16.06,8.0,Complex,26.46,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Punjab,Loamy,8.14,73.08,15.58,291.68,0.51,37.0,980.66,30.84,2.0,DAP,44.31,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Uttar Pradesh,Loamy,7.18,171.13,40.54,224.29,0.81,14.28,109.6,21.21,9.0,Potash,66.91,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Bihar,Clay,7.82,73.44,55.53,70.81,0.23,36.64,660.47,22.6,17.0,Potash,63.71,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Andhra Pradesh,Silty,8.02,117.44,24.57,265.74,0.92,16.22,471.56,34.27,18.0,Compost,197.69,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Sandy,6.79,78.57,69.23,170.14,1.19,24.33,873.87,23.18,13.0,Complex,78.55,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Tamil Nadu,Silty,6.57,188.41,99.8,67.19,1.32,6.77,326.63,21.05,1.0,Potash,47.3,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Uttar Pradesh,Peaty,6.22,91.25,50.66,187.43,1.39,6.54,982.93,19.23,12.0,Compost,120.47,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Sandy,5.77,128.37,41.93,154.29,1.71,30.21,652.34,34.37,5.0,Compost,175.14,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Clay,6.24,229.13,46.06,269.44,0.59,20.56,814.18,18.24,8.0,Compost,143.66,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Uttar Pradesh,Clay,7.6,90.86,20.36,101.0,0.42,13.97,177.04,26.34,15.0,Potash,76.81,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Sandy,6.91,151.56,89.49,256.62,1.73,11.66,265.11,27.67,3.0,Potash,123.28,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Uttar Pradesh,Loamy,8.07,133.85,47.33,189.42,0.48,28.45,782.56,32.18,6.0,Potash,150.1,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Bihar,Sandy,6.27,53.62,44.85,63.65,1.95,5.01,119.79,30.83,13.0,MOP,152.42,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Peaty,6.93,208.55,69.37,292.96,1.72,33.21,835.19,35.27,12.0,Compost,141.64,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Karnataka,Loamy,7.03,63.81,49.78,178.15,1.1,7.77,112.55,16.12,19.0,MOP,177.39,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Tamil Nadu,Clay,6.87,144.85,68.34,122.72,1.97,11.7,691.41,22.41,18.0,DAP,177.27,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Uttar Pradesh,Sandy,7.31,162.14,15.53,167.35,0.38,18.52,428.58,22.0,1.0,Potash,126.31,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Bihar,Silty,5.45,175.69,83.24,264.46,0.75,21.97,650.35,18.65,7.0,Complex,100.22,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Silty,6.55,187.73,94.65,126.23,1.35,17.42,726.43,22.23,12.0,Urea,137.27,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Peaty,4.92,100.65,68.39,98.17,0.83,16.22,408.23,22.74,10.0,DAP,168.19,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Silty,6.04,52.0,95.91,82.27,1.87,38.74,197.17,28.05,12.0,Urea,25.99,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Gujarat,Sandy,6.45,194.69,23.63,124.46,0.32,27.46,162.68,31.59,11.0,Urea,198.6,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Uttar Pradesh,Sandy,7.11,157.13,52.97,245.01,1.19,5.82,630.04,24.53,4.0,Potash,57.01,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Silty,8.3,217.22,64.16,167.91,1.26,20.06,568.59,32.99,19.0,Complex,107.29,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Punjab,Sandy,6.9,214.28,62.36,106.87,1.37,35.63,767.98,23.4,6.0,Urea,177.61,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Maharashtra,Peaty,7.47,218.67,46.13,91.55,0.66,15.55,558.76,22.26,9.0,Compost,64.38,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Andhra Pradesh,Loamy,6.53,147.02,40.43,133.18,0.86,8.31,480.2,28.53,10.0,Urea,108.44,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Peaty,7.04,116.73,21.41,284.98,1.72,31.54,458.28,15.59,5.0,DAP,48.2,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Karnataka,Peaty,4.78,208.31,45.26,135.76,0.55,26.21,123.8,16.99,13.0,Complex,94.14,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Sandy,5.52,140.26,24.64,297.03,1.69,24.96,402.0,25.45,9.0,Complex,56.0,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Loamy,5.95,86.69,76.09,171.31,1.21,6.88,978.42,38.57,2.0,Urea,88.63,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Karnataka,Sandy,6.39,220.99,28.79,94.79,1.57,9.92,886.2,33.04,18.0,Complex,90.36,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Maharashtra,Clay,4.68,226.51,15.27,272.79,1.48,26.79,396.44,17.2,1.0,DAP,198.8,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Sandy,5.06,143.26,59.71,165.09,0.57,12.27,629.02,36.16,12.0,DAP,199.09,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Gujarat,Sandy,5.61,65.14,63.57,227.42,1.22,22.64,862.57,33.31,10.0,DAP,45.09,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Gujarat,Sandy,8.39,127.57,88.47,295.93,1.76,24.07,497.15,30.27,2.0,Compost,152.04,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Bihar,Loamy,5.83,210.71,61.93,62.54,0.98,14.92,116.16,35.51,9.0,Potash,34.06,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Karnataka,Sandy,6.43,230.35,41.09,74.17,1.94,38.19,167.06,25.1,2.0,Urea,30.28,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Bihar,Loamy,5.28,90.69,82.27,230.11,1.01,34.49,559.35,20.54,14.0,Complex,43.43,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Silty,6.94,63.39,58.63,120.46,0.46,30.28,972.5,27.8,11.0,DAP,193.96,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Uttar Pradesh,Clay,5.62,225.47,17.14,96.08,0.9,7.73,723.89,28.72,11.0,Urea,189.65,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Uttar Pradesh,Loamy,5.33,127.88,60.93,59.84,1.91,8.71,163.82,28.46,17.0,Urea,58.94,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Silty,6.57,158.35,91.72,55.46,0.78,22.25,270.42,29.13,4.0,Potash,53.29,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Punjab,Loamy,4.52,243.61,45.67,243.62,1.76,10.62,794.19,38.72,13.0,Compost,67.09,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Uttar Pradesh,Loamy,4.53,63.31,36.67,83.61,1.79,39.24,857.3,37.56,7.0,Complex,115.22,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Punjab,Clay,5.38,179.66,22.91,166.93,0.83,10.55,655.93,36.89,16.0,Compost,124.7,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Uttar Pradesh,Peaty,4.65,64.82,23.63,201.47,0.35,22.06,679.98,35.04,1.0,Complex,63.78,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Tamil Nadu,Peaty,4.93,125.09,48.95,157.09,1.5,17.74,125.5,38.59,13.0,DAP,157.41,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Uttar Pradesh,Loamy,5.86,210.76,63.61,56.78,0.76,27.38,845.68,17.46,1.0,DAP,79.17,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Bihar,Sandy,7.71,136.69,17.26,245.88,1.61,9.52,809.45,21.63,11.0,Urea,186.37,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Silty,6.79,249.44,94.56,52.63,1.0,20.06,333.13,27.38,6.0,Complex,139.93,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Sandy,6.55,161.81,77.96,240.47,1.07,14.61,737.81,36.16,3.0,Complex,101.36,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Bihar,Sandy,5.67,114.23,62.8,273.33,1.6,36.07,293.37,27.63,12.0,Compost,163.23,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Maharashtra,Loamy,8.23,94.02,84.56,158.21,0.89,6.42,136.3,33.7,5.0,DAP,168.14,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Loamy,6.09,120.1,17.22,183.89,1.0,36.98,281.02,18.47,9.0,MOP,75.83,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Bihar,Loamy,4.85,124.51,52.92,169.25,0.88,34.15,260.77,21.31,12.0,Urea,84.45,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Gujarat,Loamy,6.97,63.74,66.71,147.3,0.86,15.41,403.97,33.29,10.0,Complex,188.79,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Punjab,Peaty,4.96,123.91,84.58,271.86,1.15,32.63,476.6,19.12,19.0,Potash,53.83,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Punjab,Loamy,5.88,142.85,80.51,273.48,1.66,6.09,557.69,23.78,5.0,Potash,32.38,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Tamil Nadu,Peaty,6.53,194.55,34.94,133.95,0.85,38.84,529.08,21.62,5.0,MOP,104.46,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Uttar Pradesh,Peaty,8.0,181.35,94.68,203.77,1.14,23.43,343.61,23.75,9.0,DAP,165.21,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Bihar,Loamy,6.47,191.75,21.19,281.73,1.41,15.61,126.25,32.71,17.0,DAP,160.04,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Gujarat,Clay,7.31,51.67,88.76,290.51,0.68,17.69,644.59,24.2,10.0,DAP,185.92,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Silty,8.47,93.53,97.38,177.24,0.7,7.32,456.17,28.88,1.0,Compost,118.31,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Punjab,Sandy,5.03,182.34,25.94,163.21,1.88,39.63,368.8,17.5,16.0,Potash,42.51,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Uttar Pradesh,Peaty,5.6,146.8,74.99,119.67,1.5,6.38,880.25,35.13,15.0,DAP,128.02,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Punjab,Silty,6.08,51.06,13.63,289.72,1.24,27.92,772.07,24.25,17.0,Potash,161.22,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Maharashtra,Clay,6.19,210.9,46.49,85.7,1.37,20.5,871.99,31.21,13.0,MOP,41.33,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Uttar Pradesh,Sandy,6.14,204.56,56.47,194.96,0.25,38.21,545.48,33.13,1.0,Urea,55.22,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Uttar Pradesh,Sandy,8.13,159.68,62.26,120.64,1.31,13.61,217.84,20.24,8.0,Compost,27.15,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Gujarat,Peaty,7.36,63.29,94.23,119.75,1.12,23.62,726.6,37.12,5.0,Complex,128.89,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Gujarat,Loamy,6.93,203.3,70.5,151.24,1.18,21.88,285.47,30.41,6.0,MOP,180.18,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Bihar,Clay,5.74,166.74,53.32,299.7,0.85,29.6,497.11,25.72,14.0,Potash,142.37,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Bihar,Peaty,7.8,206.39,82.87,63.74,0.35,7.38,158.5,19.56,11.0,MOP,196.86,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Clay,8.32,200.35,95.55,194.64,0.55,11.78,842.78,38.56,6.0,Complex,36.03,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Loamy,7.78,210.6,11.99,70.64,1.91,12.51,213.35,33.88,11.0,Compost,183.03,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Loamy,4.51,153.6,98.43,88.63,0.94,30.84,912.79,20.2,13.0,Urea,167.46,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Tamil Nadu,Peaty,7.05,78.06,17.75,159.89,1.04,11.62,877.81,23.44,12.0,Complex,79.99,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Punjab,Loamy,4.7,184.23,83.29,177.62,0.29,25.07,518.12,35.24,2.0,Compost,195.37,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Bihar,Silty,5.53,174.09,35.23,114.7,0.27,12.53,769.93,32.39,3.0,Potash,75.39,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Sandy,4.74,198.45,21.9,129.11,1.49,35.16,657.5,34.14,4.0,Complex,180.63,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Peaty,6.92,83.98,49.59,71.74,1.17,37.98,822.77,26.03,17.0,MOP,179.13,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Clay,7.25,89.0,67.96,125.8,1.12,23.15,488.62,32.91,6.0,DAP,157.59,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Punjab,Silty,4.96,228.08,44.29,291.64,0.64,17.33,807.23,24.66,7.0,MOP,123.61,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Karnataka,Peaty,6.04,200.0,14.91,286.18,1.54,13.19,516.21,20.28,15.0,Potash,46.0,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Loamy,6.32,231.65,63.95,133.72,0.5,6.74,946.87,30.82,11.0,Urea,118.1,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Andhra Pradesh,Loamy,5.98,201.74,91.22,192.71,0.54,14.4,537.73,39.4,3.0,Complex,87.44,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Tamil Nadu,Loamy,4.98,169.43,44.49,277.4,1.03,27.9,516.36,22.77,6.0,Urea,163.64,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Punjab,Loamy,6.18,180.83,29.47,51.55,0.72,23.68,806.56,26.52,2.0,Potash,157.67,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Karnataka,Clay,7.5,227.83,49.83,252.67,0.65,38.04,839.42,31.85,14.0,Complex,184.36,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Silty,4.78,165.76,14.35,287.09,1.36,18.87,599.04,28.54,9.0,Compost,27.6,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Sandy,4.82,176.48,83.84,72.83,1.37,29.29,261.82,36.09,18.0,Compost,166.59,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Clay,5.92,81.3,84.37,90.36,1.68,22.13,520.98,34.04,19.0,MOP,189.23,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Uttar Pradesh,Clay,8.27,144.78,62.92,290.19,0.95,22.94,971.27,16.46,12.0,MOP,163.13,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Sandy,7.17,193.28,41.78,184.39,0.33,14.37,777.69,39.96,13.0,Potash,47.78,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Sandy,7.21,104.19,81.98,53.55,0.69,20.92,830.05,33.81,12.0,Compost,39.22,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Loamy,5.95,90.45,59.92,114.41,1.96,21.48,129.54,36.6,12.0,Complex,28.65,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Punjab,Clay,6.87,112.77,84.33,162.49,1.27,29.73,521.07,31.28,18.0,Compost,135.03,Flowering stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Peaty,4.54,98.3,66.83,223.23,1.48,37.92,681.96,36.41,9.0,MOP,135.19,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Tamil Nadu,Sandy,7.04,92.98,80.6,233.29,0.21,16.53,847.03,17.81,17.0,Potash,197.71,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Karnataka,Sandy,8.15,134.97,63.87,298.86,1.13,6.48,144.35,23.69,16.0,Compost,94.66,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Tamil Nadu,Silty,6.95,231.57,47.27,121.88,0.27,22.37,867.19,36.91,17.0,Potash,83.08,Mid-growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
