Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing
Sugarcane,Kerala,Peaty,7.7,144.5,43.7,101.3,0.62,27.1,538.8,30.4,13,Mixed,87.4,Pre-harvest
Cotton,Telangana,Silty,6.4,158.0,39.2,137.6,0.7,40.9,1138.2,27.3,10,Mixed,76.6,Mid growth
Wheat,Maharashtra,Clay,7.0,141.2,25.2,115.2,1.1,19.4,694.0,21.0,11,DAP,105.04,After sowing
Rice,Madhya Pradesh,Silty,5.6,90.8,48.9,118.5,1.95,28.0,649.5,27.6,6,Urea,145.36,Pre-harvest
Cotton,Madhya Pradesh,Clay,6.6,88.5,39.2,95.1,1.43,34.5,521.6,20.9,11,Urea,147.2,Pre-harvest
Cotton,Telangana,Loamy,7.5,116.8,21.7,149.6,0.59,35.9,1186.9,23.6,10,DAP,124.56,Mid growth
Tomato,Karnataka,Silty,5.9,89.7,29.1,87.1,1.54,16.9,807.5,35.0,16,Urea,146.24,Mid growth
Millet,Gujarat,Loamy,7.5,129.2,29.2,123.7,1.29,27.8,504.6,33.3,13,DAP,114.64,Pre-harvest
Potato,Gujarat,Peaty,6.6,95.6,31.0,109.0,1.74,37.0,1015.4,20.2,14,Urea,141.52,Pre-harvest
Rice,Madhya Pradesh,Sandy,6.5,118.5,20.6,98.2,1.64,19.1,828.2,23.2,9,DAP,123.2,Mid growth
Sugarcane,Kerala,Loamy,5.5,99.3,49.3,136.1,1.94,29.6,487.8,28.2,13,Urea,138.56,Pre-harvest
Groundnut,Andhra Pradesh,Clay,6.6,147.5,22.9,114.2,0.73,24.7,989.9,27.1,12,DAP,100.0,Pre-harvest
Sugarcane,Gujarat,Clay,6.4,111.6,33.8,135.0,1.84,43.7,1029.5,24.7,6,Compost,113.72,Mid growth
Soybean,Telangana,Silty,7.2,115.0,27.6,138.9,0.56,42.1,769.2,29.6,6,DAP,126.0,After sowing
Wheat,Karnataka,Clay,7.1,151.6,39.1,123.0,0.6,30.6,520.1,31.1,7,Mixed,81.72,Mid growth
Cotton,Andhra Pradesh,Peaty,6.8,134.4,21.3,85.9,1.57,17.2,457.0,20.2,13,DAP,110.48,After sowing
Potato,Maharashtra,Sandy,7.9,139.0,30.6,100.8,1.02,38.2,929.1,22.8,13,Mixed,91.8,Mid growth
Soybean,Kerala,Peaty,5.9,87.9,39.8,133.5,0.9,15.6,465.7,34.5,14,Urea,147.68,Before sowing
Cotton,Andhra Pradesh,Silty,6.2,141.5,38.7,106.7,0.81,18.6,892.0,31.6,5,Mixed,89.8,Before sowing
Sugarcane,Madhya Pradesh,Sandy,7.1,122.4,21.3,147.8,1.7,23.8,1184.0,29.0,10,DAP,120.08,Mid growth
Soybean,Telangana,Clay,7.0,139.8,44.4,126.0,0.69,25.1,1142.5,23.4,9,Mixed,91.16,Before sowing
Sugarcane,Karnataka,Loamy,6.4,114.6,33.2,122.9,1.91,22.2,497.2,23.0,13,Compost,111.32,Mid growth
Potato,Telangana,Peaty,7.7,131.7,28.6,137.1,1.79,40.4,1135.1,23.8,7,DAP,112.64,After sowing
Wheat,Madhya Pradesh,Sandy,7.4,116.8,45.3,131.0,1.66,34.7,541.9,28.2,13,Compost,109.56,Mid growth
Tomato,Maharashtra,Loamy,8.0,155.0,21.3,91.5,0.7,36.8,1054.2,23.2,7,DAP,94.0,Mid growth
Potato,Madhya Pradesh,Sandy,6.8,147.3,42.0,118.0,1.39,30.3,638.0,28.5,16,Mixed,85.16,Mid growth
Rice,Telangana,Sandy,7.2,149.9,39.1,133.3,0.74,28.8,407.5,23.7,6,Mixed,83.08,Mid growth
Wheat,Kerala,Clay,7.3,159.3,23.0,108.1,1.7,21.1,844.1,31.0,10,DAP,90.56,Pre-harvest
Millet,Karnataka,Clay,7.0,95.0,30.7,134.9,1.33,15.2,1008.8,20.5,13,Urea,142.0,Pre-harvest
Wheat,Telangana,Loamy,7.4,96.2,48.7,105.8,0.99,19.5,644.5,33.1,16,Urea,141.04,Before sowing
Maize,Kerala,Peaty,8.0,109.5,33.5,130.5,1.83,32.8,713.2,26.2,15,Compost,115.4,Mid growth
Millet,Andhra Pradesh,Peaty,7.2,80.3,38.6,104.9,1.69,17.8,870.6,27.2,13,Urea,153.76,Before sowing
Soybean,Andhra Pradesh,Sandy,7.1,85.2,37.4,119.3,1.34,33.1,941.2,32.1,7,Urea,149.84,Pre-harvest
Potato,Madhya Pradesh,Silty,6.2,146.0,34.9,85.4,0.59,25.0,1027.9,30.6,6,Potash,86.2,Pre-harvest
Potato,Gujarat,Silty,7.5,121.4,33.2,90.3,0.99,28.0,470.9,23.3,8,Potash,105.88,Mid growth
Soybean,Tamil Nadu,Sandy,7.0,138.9,50.0,145.3,1.46,27.6,908.9,31.8,8,Mixed,91.88,After sowing
Soybean,Madhya Pradesh,Peaty,5.8,112.8,45.2,106.9,1.36,32.6,547.6,25.4,10,Mixed,112.76,Pre-harvest
Potato,Maharashtra,Loamy,6.3,82.1,20.7,138.2,0.91,30.5,639.0,34.1,4,Urea,152.32,Before sowing
Cotton,Telangana,Sandy,6.1,114.4,46.2,138.9,0.78,39.1,766.5,27.2,11,Mixed,111.48,Mid growth
Cotton,Telangana,Sandy,5.8,86.4,41.8,114.8,1.16,36.9,1012.4,22.4,16,Urea,148.88,Before sowing
Potato,Karnataka,Sandy,7.0,90.8,42.5,126.0,1.93,17.1,445.6,24.2,6,Urea,145.36,Pre-harvest
Cotton,Maharashtra,Loamy,6.2,99.8,47.2,97.5,0.91,37.8,759.8,31.7,11,Urea,138.16,Before sowing
Cotton,Kerala,Clay,5.7,119.0,21.0,84.4,1.86,19.2,825.9,26.2,8,DAP,122.8,After sowing
Maize,Madhya Pradesh,Clay,6.4,152.0,20.7,126.5,1.95,31.8,1149.5,20.8,12,DAP,96.4,After sowing
Wheat,Tamil Nadu,Peaty,6.5,100.8,41.9,148.7,0.88,34.6,558.5,28.5,11,Mixed,122.36,Before sowing
Cotton,Andhra Pradesh,Peaty,6.7,157.8,38.3,104.5,0.67,19.5,580.3,23.8,12,Mixed,76.76,After sowing
Millet,Gujarat,Sandy,7.6,124.9,35.7,88.0,1.79,36.7,454.1,30.6,11,Potash,103.08,After sowing
Millet,Andhra Pradesh,Loamy,6.9,86.5,33.7,113.9,0.75,43.4,1080.0,30.0,5,Urea,148.8,After sowing
Tomato,Gujarat,Loamy,6.7,112.9,39.5,118.2,0.59,30.4,1045.1,26.9,12,Mixed,112.68,Pre-harvest
Wheat,Gujarat,Loamy,5.6,142.9,26.0,98.1,0.75,24.9,1005.4,27.8,11,DAP,103.68,Pre-harvest
Rice,Karnataka,Loamy,6.0,150.2,46.4,140.9,0.86,28.5,1188.0,31.6,16,Mixed,82.84,Before sowing
Maize,Kerala,Sandy,5.6,85.2,33.9,143.6,1.31,29.9,484.4,29.9,4,Urea,149.84,Before sowing
Rice,Karnataka,Clay,7.6,110.4,43.3,147.5,0.81,30.7,629.7,31.9,11,Mixed,114.68,Mid growth
Wheat,Madhya Pradesh,Peaty,6.9,130.8,43.9,107.7,1.87,31.0,526.4,30.4,14,Compost,98.36,Mid growth
Potato,Gujarat,Peaty,7.5,105.3,45.7,143.4,0.92,44.5,512.6,23.0,10,Mixed,118.76,Mid growth
Cotton,Tamil Nadu,Peaty,6.0,151.5,39.6,90.6,1.16,33.5,466.8,33.2,9,Potash,81.8,Pre-harvest
Soybean,Madhya Pradesh,Clay,7.5,120.4,49.0,109.2,1.98,35.0,907.7,22.5,10,Compost,106.68,After sowing
Soybean,Tamil Nadu,Peaty,7.7,114.2,24.9,80.9,1.34,30.8,975.5,33.4,8,DAP,126.64,Before sowing
Maize,Karnataka,Peaty,5.7,138.5,25.6,140.1,1.73,31.2,968.2,24.7,13,DAP,107.2,Mid growth
Cotton,Karnataka,Sandy,6.7,145.7,33.8,105.0,1.24,39.8,668.2,22.6,16,Mixed,86.44,Mid growth
Millet,Gujarat,Peaty,7.3,146.1,23.0,96.8,0.71,25.4,760.3,31.2,7,DAP,101.12,Mid growth
Millet,Kerala,Clay,7.1,129.7,30.6,138.9,1.21,44.4,907.3,21.9,6,Mixed,99.24,Before sowing
Millet,Tamil Nadu,Silty,7.2,106.0,40.6,84.9,0.76,40.7,581.7,32.6,12,Potash,118.2,Mid growth
Maize,Madhya Pradesh,Silty,6.2,131.4,40.8,115.9,0.96,21.4,426.6,24.6,13,Mixed,97.88,Before sowing
Sugarcane,Tamil Nadu,Clay,7.1,155.1,46.1,133.6,1.68,34.9,608.2,33.6,12,Compost,78.92,Mid growth
Tomato,Gujarat,Peaty,7.2,124.8,23.3,111.3,1.19,40.9,837.3,25.7,13,DAP,118.16,Mid growth
Tomato,Karnataka,Peaty,7.9,88.9,32.7,82.9,1.61,42.5,624.0,32.9,12,Urea,146.88,Before sowing
Groundnut,Tamil Nadu,Silty,6.2,152.9,42.6,136.3,0.53,43.9,981.3,24.6,14,Mixed,80.68,After sowing
Sugarcane,Tamil Nadu,Loamy,7.6,102.5,46.2,87.9,1.56,31.2,477.2,23.6,8,Potash,121.0,Before sowing
Maize,Telangana,Peaty,5.5,117.5,29.0,121.9,0.95,24.0,994.6,20.7,11,DAP,124.0,After sowing
Cotton,Kerala,Clay,7.8,148.2,40.0,121.5,1.84,20.6,463.2,23.6,13,Compost,84.44,After sowing
Wheat,Andhra Pradesh,Sandy,7.5,82.8,37.5,149.7,1.78,30.6,450.9,32.5,5,Urea,151.76,After sowing
Tomato,Maharashtra,Loamy,7.0,89.2,22.8,143.7,1.5,39.9,1103.2,28.6,4,Urea,146.64,Before sowing
Groundnut,Kerala,Clay,6.8,114.4,29.5,110.4,1.66,33.1,1114.0,26.7,16,DAP,126.48,Pre-harvest
Millet,Madhya Pradesh,Sandy,7.0,130.5,37.8,129.2,0.86,30.4,483.4,25.8,7,Mixed,98.6,After sowing
Tomato,Kerala,Silty,6.7,132.2,48.5,122.0,1.62,30.2,907.3,21.1,10,Compost,97.24,After sowing
Soybean,Karnataka,Silty,6.1,108.9,34.2,83.2,0.71,23.3,1177.2,25.0,8,Potash,115.88,Before sowing
Soybean,Andhra Pradesh,Sandy,6.7,95.7,38.3,99.6,0.81,30.5,404.4,20.1,12,Urea,141.44,Mid growth
Tomato,Madhya Pradesh,Peaty,6.0,82.9,23.2,103.7,1.7,32.2,810.1,24.4,7,Urea,151.68,Mid growth
Rice,Madhya Pradesh,Clay,7.8,111.8,22.6,123.2,0.67,25.4,805.9,33.1,4,DAP,128.56,Before sowing
Wheat,Karnataka,Loamy,6.7,136.2,49.8,89.2,0.91,26.8,737.5,26.2,11,Potash,94.04,Mid growth
Rice,Karnataka,Sandy,7.8,137.1,38.2,101.7,1.74,43.7,1057.0,20.0,13,Compost,93.32,Before sowing
Tomato,Telangana,Loamy,7.1,84.1,27.7,84.2,1.41,35.6,491.6,25.8,13,Urea,150.72,After sowing
Millet,Tamil Nadu,Loamy,6.6,109.5,23.6,109.3,1.63,17.1,464.1,25.3,6,DAP,130.4,Before sowing
Cotton,Tamil Nadu,Silty,7.9,133.5,40.4,105.3,1.39,15.3,908.9,33.7,9,Mixed,96.2,Before sowing
Tomato,Madhya Pradesh,Peaty,7.0,149.9,41.7,88.4,1.85,17.0,827.2,22.1,8,Potash,83.08,Pre-harvest
Groundnut,Andhra Pradesh,Silty,5.5,113.8,28.9,114.0,1.37,16.3,498.4,28.4,7,DAP,126.96,Mid growth
Soybean,Tamil Nadu,Clay,6.4,138.3,39.6,139.2,1.54,27.9,938.4,24.1,9,Compost,92.36,After sowing
Cotton,Tamil Nadu,Sandy,6.3,143.1,33.4,135.9,1.73,40.7,1133.3,26.5,9,Compost,88.52,After sowing
Rice,Gujarat,Loamy,6.3,126.6,31.1,122.1,1.56,35.7,699.6,22.5,9,Compost,101.72,Before sowing
Sugarcane,Gujarat,Silty,6.6,91.4,46.7,104.2,0.73,15.8,916.7,29.6,9,Urea,144.88,Pre-harvest
Rice,Karnataka,Loamy,6.4,85.7,32.3,101.8,1.52,33.2,691.7,23.3,10,Urea,149.44,Mid growth
Soybean,Kerala,Peaty,8.0,116.3,40.6,89.8,1.23,15.8,804.4,34.5,15,Potash,109.96,After sowing
Rice,Andhra Pradesh,Clay,6.5,83.1,20.9,107.2,0.74,15.7,1005.0,26.9,5,Urea,151.52,After sowing
Potato,Andhra Pradesh,Loamy,6.2,152.0,23.5,146.9,0.97,41.7,882.4,32.4,11,DAP,96.4,Mid growth
Groundnut,Telangana,Peaty,8.0,103.1,48.8,107.3,1.08,25.2,833.1,22.3,6,Mixed,120.52,Pre-harvest
Soybean,Tamil Nadu,Peaty,6.9,123.3,42.9,138.4,1.16,24.1,607.5,22.9,14,Mixed,104.36,Before sowing
Sugarcane,Kerala,Sandy,5.6,107.4,28.1,147.6,1.34,25.4,864.4,22.1,8,DAP,132.08,Pre-harvest
Millet,Kerala,Clay,6.6,130.1,34.7,108.1,1.99,41.4,898.7,28.5,12,Compost,98.92,After sowing
Cotton,Andhra Pradesh,Loamy,7.1,96.1,31.9,82.8,1.21,31.3,582.2,34.5,15,Urea,141.12,Pre-harvest
Maize,Kerala,Peaty,7.8,137.8,36.0,140.9,0.7,38.7,499.9,31.9,7,Mixed,92.76,Pre-harvest
Rice,Telangana,Peaty,6.2,150.2,48.3,90.4,1.19,44.4,786.7,33.0,8,Potash,82.84,Pre-harvest
Cotton,Telangana,Loamy,7.0,110.0,28.6,94.2,1.64,26.6,809.0,27.4,13,DAP,130.0,Before sowing
Sugarcane,Tamil Nadu,Sandy,6.9,149.2,49.4,108.5,1.74,37.9,858.8,34.3,13,Compost,83.64,Pre-harvest
Groundnut,Gujarat,Clay,6.0,88.7,45.6,110.7,1.77,41.8,450.0,33.3,10,Urea,147.04,After sowing
Maize,Andhra Pradesh,Peaty,6.6,120.8,38.8,144.8,0.53,29.3,950.2,30.8,11,Mixed,106.36,Pre-harvest
Groundnut,Andhra Pradesh,Clay,7.2,90.8,29.0,105.1,1.71,23.4,568.6,34.4,11,Urea,145.36,Before sowing
Potato,Telangana,Loamy,5.5,159.8,40.3,138.0,0.94,15.4,990.3,32.5,12,Mixed,75.16,Mid growth
Cotton,Maharashtra,Clay,7.4,91.4,42.6,133.8,1.49,38.0,1076.7,29.2,11,Urea,144.88,After sowing
Cotton,Tamil Nadu,Peaty,5.7,119.0,22.3,108.5,1.11,17.0,679.1,21.7,15,DAP,122.8,Mid growth
Millet,Madhya Pradesh,Clay,7.5,155.8,22.2,146.9,1.28,24.0,461.5,27.5,8,DAP,93.36,Mid growth
Soybean,Kerala,Clay,7.5,136.6,21.5,85.1,1.1,23.9,585.9,24.2,14,DAP,108.72,Mid growth
Millet,Kerala,Clay,7.5,154.3,32.2,143.4,0.98,29.3,580.8,29.6,9,Mixed,79.56,Mid growth
Potato,Tamil Nadu,Clay,7.9,128.3,30.7,125.3,0.68,41.7,802.5,26.7,4,Mixed,100.36,Mid growth
Maize,Gujarat,Peaty,7.0,130.0,22.2,127.8,0.86,36.4,1058.0,32.1,4,DAP,114.0,Pre-harvest
Sugarcane,Karnataka,Sandy,6.9,121.6,24.3,134.3,0.91,29.9,627.4,22.0,14,DAP,120.72,Pre-harvest
Sugarcane,Maharashtra,Clay,7.1,84.3,42.5,102.2,0.5,30.3,437.5,24.1,8,Urea,150.56,Before sowing
Potato,Gujarat,Sandy,7.3,85.0,45.2,80.3,0.87,37.2,653.0,21.5,9,Urea,150.0,After sowing
Rice,Maharashtra,Sandy,6.4,101.6,45.3,101.9,1.68,41.8,747.1,33.6,13,Compost,121.72,After sowing
Maize,Telangana,Silty,6.4,157.1,22.7,128.1,1.24,26.6,906.2,30.6,13,DAP,92.32,Pre-harvest
Tomato,Telangana,Clay,5.5,93.4,41.4,126.6,1.95,37.8,1160.6,30.5,11,Urea,143.28,Before sowing
Wheat,Tamil Nadu,Sandy,6.2,88.4,43.5,125.1,0.57,25.8,1165.4,27.5,15,Urea,147.28,After sowing
Groundnut,Tamil Nadu,Peaty,6.6,116.6,26.3,105.8,1.05,16.6,1014.1,26.2,9,DAP,124.72,Mid growth
Groundnut,Kerala,Peaty,7.6,148.0,26.4,126.0,1.21,41.4,572.6,30.2,9,DAP,99.6,Pre-harvest
Sugarcane,Karnataka,Clay,7.0,103.6,24.1,125.6,1.61,24.5,915.9,25.9,14,DAP,135.12,Before sowing
Wheat,Maharashtra,Peaty,7.3,95.9,46.7,100.1,1.05,16.7,489.2,27.7,14,Urea,141.28,Mid growth
Millet,Telangana,Peaty,6.2,146.8,20.4,106.5,1.01,15.6,499.5,26.2,13,DAP,100.56,After sowing
Tomato,Gujarat,Silty,6.7,112.3,35.9,121.7,0.51,28.9,1170.8,27.8,6,Mixed,113.16,Before sowing
Tomato,Kerala,Loamy,7.2,104.9,43.2,134.1,1.28,44.3,500.4,20.3,5,Mixed,119.08,Mid growth
Tomato,Madhya Pradesh,Sandy,7.4,144.6,23.6,98.6,0.53,23.8,1018.5,27.8,5,DAP,102.32,Pre-harvest
Tomato,Madhya Pradesh,Silty,6.4,109.7,20.0,101.0,1.47,44.2,1077.6,20.4,6,DAP,130.24,Mid growth
Millet,Gujarat,Loamy,7.7,142.7,43.4,112.1,1.1,24.1,452.6,23.4,5,Mixed,88.84,Mid growth
Soybean,Gujarat,Silty,6.1,118.7,42.4,113.2,0.59,43.7,1154.2,31.8,6,Mixed,108.04,Mid growth
Potato,Kerala,Silty,8.0,123.6,48.9,85.3,1.05,21.8,556.7,22.1,9,Potash,104.12,Before sowing
Rice,Andhra Pradesh,Loamy,7.1,142.5,37.3,90.3,1.72,34.1,710.5,30.1,5,Potash,89.0,Mid growth
Rice,Karnataka,Peaty,6.1,107.6,47.5,100.3,1.2,41.7,966.2,20.9,11,Mixed,116.92,Mid growth
Soybean,Tamil Nadu,Silty,5.9,80.6,38.9,111.3,0.7,43.7,823.7,23.6,9,Urea,153.52,Pre-harvest
Groundnut,Tamil Nadu,Peaty,6.8,134.4,22.3,99.2,1.71,28.8,837.3,26.5,7,DAP,110.48,Before sowing
Maize,Andhra Pradesh,Silty,5.6,93.3,33.4,94.6,0.57,40.3,1185.0,31.9,8,Urea,143.36,After sowing
Millet,Telangana,Loamy,7.6,99.4,48.8,93.8,1.93,44.8,969.4,34.7,8,Urea,138.48,Mid growth
Groundnut,Maharashtra,Loamy,6.9,100.8,33.1,121.5,0.61,33.7,1184.9,22.9,5,Mixed,122.36,Mid growth
Tomato,Karnataka,Sandy,7.5,152.6,48.3,147.2,1.28,44.3,1005.8,22.4,14,Mixed,80.92,Mid growth
Groundnut,Madhya Pradesh,Loamy,6.7,137.5,27.4,124.8,1.5,19.9,852.1,31.6,6,DAP,108.0,Before sowing
Groundnut,Maharashtra,Silty,6.7,81.0,20.3,105.0,1.89,21.9,907.5,23.3,7,Urea,153.2,Mid growth
Rice,Madhya Pradesh,Loamy,6.3,147.8,41.9,86.7,1.14,15.9,784.7,29.9,11,Potash,84.76,Before sowing
Soybean,Maharashtra,Peaty,5.8,103.1,31.9,144.4,1.99,16.3,1008.8,25.6,15,Compost,120.52,Pre-harvest
Millet,Telangana,Clay,6.5,140.3,47.6,146.6,1.37,25.7,1030.0,23.8,8,Mixed,90.76,Before sowing
Potato,Karnataka,Peaty,6.9,108.7,39.7,96.8,0.79,42.5,481.4,27.6,12,Potash,116.04,After sowing
Maize,Madhya Pradesh,Clay,6.1,83.1,21.1,92.3,1.8,23.5,1160.4,28.7,8,Urea,151.52,After sowing
Cotton,Andhra Pradesh,Clay,6.6,126.4,35.5,133.1,0.92,25.6,1115.3,34.2,5,Mixed,101.88,After sowing
Wheat,Andhra Pradesh,Loamy,7.7,113.6,43.4,113.3,1.25,21.1,872.9,22.8,6,Mixed,112.12,After sowing
Groundnut,Kerala,Peaty,6.3,148.4,26.2,85.0,0.6,43.2,805.5,26.1,8,DAP,99.28,Mid growth
Sugarcane,Kerala,Sandy,7.5,146.9,30.0,128.6,1.66,34.6,521.3,33.1,7,Compost,85.48,After sowing
Wheat,Karnataka,Silty,6.8,102.6,32.8,82.6,0.69,38.0,400.0,26.2,16,Potash,120.92,After sowing
Maize,Kerala,Silty,6.8,84.4,49.2,95.8,0.96,24.1,584.3,20.0,10,Urea,150.48,Pre-harvest
Wheat,Tamil Nadu,Loamy,7.3,157.3,26.7,126.4,1.61,40.5,738.1,24.5,10,DAP,92.16,After sowing
Rice,Maharashtra,Silty,6.3,137.0,44.5,92.7,1.06,42.1,1045.4,34.8,9,Potash,93.4,Mid growth
Tomato,Karnataka,Peaty,7.4,111.5,37.7,126.3,0.62,31.3,967.5,22.5,8,Mixed,113.8,Before sowing
Wheat,Maharashtra,Sandy,7.5,126.7,48.6,83.0,0.9,33.0,637.2,30.7,9,Potash,101.64,After sowing
Cotton,Andhra Pradesh,Clay,7.4,88.2,35.4,115.6,1.05,43.0,1062.0,30.5,15,Urea,147.44,Before sowing
Maize,Andhra Pradesh,Peaty,7.3,116.9,47.6,128.6,1.59,40.9,619.3,32.1,7,Compost,109.48,Mid growth
Soybean,Tamil Nadu,Loamy,6.0,107.6,30.1,148.5,1.78,36.0,981.6,28.4,12,Compost,116.92,Pre-harvest
Sugarcane,Madhya Pradesh,Silty,7.9,119.7,31.4,91.4,1.68,37.0,707.5,20.4,14,Potash,107.24,Mid growth
Cotton,Karnataka,Loamy,7.6,80.9,41.1,147.9,1.16,22.0,963.9,32.3,12,Urea,153.28,Before sowing
Tomato,Kerala,Loamy,6.9,157.4,21.6,115.3,1.58,40.9,543.4,32.0,6,DAP,92.08,After sowing
Tomato,Tamil Nadu,Loamy,6.9,111.7,24.0,140.6,0.74,24.3,632.0,33.1,13,DAP,128.64,Before sowing
Potato,Madhya Pradesh,Clay,7.2,143.7,27.5,123.7,1.36,40.0,1124.9,20.2,11,DAP,103.04,Before sowing
Maize,Madhya Pradesh,Peaty,7.2,84.1,36.5,100.1,0.96,25.6,897.0,25.0,6,Urea,150.72,Before sowing
Wheat,Kerala,Silty,7.3,112.4,22.1,134.9,0.93,28.0,948.4,25.0,7,DAP,128.08,Mid growth
Soybean,Telangana,Peaty,5.6,109.9,48.3,124.9,1.51,34.0,559.2,26.3,16,Compost,115.08,Mid growth
Cotton,Andhra Pradesh,Loamy,7.4,88.1,28.3,99.3,1.15,44.4,454.0,27.8,9,Urea,147.52,Pre-harvest
Groundnut,Karnataka,Loamy,5.9,157.7,23.4,108.3,1.61,36.1,738.2,25.2,10,DAP,91.84,After sowing
Wheat,Gujarat,Sandy,6.5,101.1,26.2,113.8,0.9,23.6,925.4,34.5,12,DAP,137.12,Mid growth
Groundnut,Kerala,Peaty,7.0,86.2,22.3,146.6,0.95,17.8,879.2,29.4,8,Urea,149.04,Before sowing
Cotton,Maharashtra,Silty,7.1,101.4,20.5,147.6,0.88,35.3,965.3,29.2,7,DAP,136.88,After sowing
Sugarcane,Karnataka,Loamy,6.3,101.7,37.9,140.6,1.92,18.2,523.9,34.2,4,Compost,121.64,Before sowing
Cotton,Madhya Pradesh,Loamy,7.3,150.6,26.1,121.1,1.55,35.4,726.5,20.2,6,DAP,97.52,Before sowing
Groundnut,Kerala,Loamy,7.0,100.2,33.5,147.0,1.1,40.2,550.8,30.1,14,Mixed,122.84,Pre-harvest
Soybean,Tamil Nadu,Loamy,7.9,88.2,20.2,110.4,0.64,37.5,1131.6,26.5,7,Urea,147.44,Mid growth
Groundnut,Gujarat,Peaty,6.1,114.8,41.7,80.6,1.38,33.4,910.2,23.6,11,Potash,111.16,Pre-harvest
Rice,Andhra Pradesh,Sandy,7.3,87.3,26.0,141.4,1.61,15.4,598.7,23.2,8,Urea,148.16,Before sowing
Sugarcane,Karnataka,Peaty,6.2,99.8,21.9,112.1,1.6,33.2,938.3,21.2,10,Urea,138.16,Pre-harvest
Maize,Karnataka,Clay,7.9,147.1,44.2,137.6,1.9,31.3,560.2,29.3,8,Compost,85.32,After sowing
Potato,Kerala,Sandy,7.4,139.0,35.6,84.8,1.06,42.6,867.6,28.1,15,Potash,91.8,Before sowing
Maize,Madhya Pradesh,Silty,6.2,109.5,46.9,126.7,1.68,28.6,904.2,23.7,16,Compost,115.4,Mid growth
Sugarcane,Gujarat,Clay,7.3,114.2,33.3,125.5,1.9,16.9,1059.8,24.4,15,Compost,111.64,After sowing
Potato,Maharashtra,Loamy,6.6,81.8,29.0,115.2,0.58,29.7,1141.7,21.6,7,Urea,152.56,Mid growth
Cotton,Maharashtra,Loamy,7.4,112.8,39.7,98.2,0.74,19.8,456.4,22.8,12,Potash,112.76,Mid growth
Cotton,Telangana,Sandy,7.2,150.5,44.4,128.0,0.67,23.7,647.8,23.7,9,Mixed,82.6,After sowing
Wheat,Maharashtra,Silty,6.8,122.8,30.7,104.8,1.74,38.7,646.2,33.7,13,Compost,104.76,Before sowing
Rice,Kerala,Loamy,7.9,106.1,30.6,115.4,1.91,41.3,482.1,25.9,14,Compost,118.12,Pre-harvest
Tomato,Telangana,Peaty,6.9,120.3,25.8,140.1,1.52,40.1,1087.0,31.2,11,DAP,121.76,After sowing
Cotton,Kerala,Silty,6.6,128.8,24.8,127.2,0.77,35.8,583.7,21.8,11,DAP,114.96,Mid growth
Maize,Karnataka,Loamy,5.9,80.2,41.6,131.3,1.27,19.8,466.8,20.3,13,Urea,153.84,After sowing
Wheat,Tamil Nadu,Clay,5.9,151.3,27.2,104.8,0.66,21.7,815.4,29.1,4,DAP,96.96,Pre-harvest
Sugarcane,Gujarat,Silty,6.1,84.6,31.7,96.4,0.83,43.8,893.0,28.4,9,Urea,150.32,Before sowing
Tomato,Madhya Pradesh,Silty,6.5,114.3,36.2,128.8,1.55,20.2,800.1,26.2,7,Compost,111.56,Before sowing
Cotton,Andhra Pradesh,Loamy,7.7,130.5,36.0,88.1,1.41,18.5,669.8,22.1,11,Potash,98.6,Pre-harvest
Cotton,Karnataka,Clay,7.2,96.5,31.8,142.7,0.81,30.2,735.4,20.3,10,Urea,140.8,Pre-harvest
Millet,Andhra Pradesh,Loamy,7.5,85.5,34.2,119.2,1.44,35.7,602.6,20.1,5,Urea,149.6,After sowing
Potato,Andhra Pradesh,Sandy,7.3,122.9,45.1,137.5,1.76,29.6,666.9,31.9,4,Compost,104.68,Pre-harvest
Cotton,Andhra Pradesh,Sandy,6.6,94.7,45.6,141.8,1.2,17.3,710.3,32.1,10,Urea,142.24,Before sowing
Groundnut,Telangana,Sandy,7.8,96.3,22.0,141.4,1.08,31.3,1174.5,21.0,4,Urea,140.96,Pre-harvest
Wheat,Maharashtra,Peaty,7.1,85.9,31.3,136.3,1.15,44.9,847.2,24.8,9,Urea,149.28,Mid growth
Potato,Telangana,Sandy,6.1,108.0,31.2,84.8,1.05,28.9,978.2,29.9,10,Potash,116.6,Pre-harvest
Rice,Tamil Nadu,Loamy,7.3,80.7,26.5,126.3,1.23,15.2,1043.6,31.6,12,Urea,153.44,Mid growth
Soybean,Gujarat,Clay,6.9,85.3,43.0,120.9,1.67,37.6,1042.4,27.8,15,Urea,149.76,Before sowing
Wheat,Kerala,Silty,5.9,133.7,38.6,132.0,0.75,20.8,1112.3,31.2,6,Mixed,96.04,Mid growth
Groundnut,Tamil Nadu,Peaty,7.8,140.7,37.9,125.8,1.83,32.4,905.9,22.3,12,Compost,90.44,Pre-harvest
Sugarcane,Madhya Pradesh,Sandy,6.7,137.3,28.1,94.2,0.97,22.2,571.9,26.4,16,DAP,108.16,Mid growth
Tomato,Telangana,Loamy,7.8,120.6,25.6,85.4,1.54,26.5,1057.5,29.9,11,DAP,121.52,After sowing
